declared_core_model,feature_group,n_features,macro_f1_mean,macro_f1_sd,weighted_f1_mean
CategoricalNB_mixed,Demographic,7,0.48513276684873796,0.012110637635311694,0.4940160487872536
CategoricalNB_mixed,Psychographic,1,0.19971362044316518,0.01123852384322502,0.209143021758527
CategoricalNB_mixed,Behavioral,1,0.26530930298922784,0.008387843958957551,0.2795153355700518
CategoricalNB_mixed,Combined,9,0.4845234483606647,0.010114826779852539,0.49383669106485445
