mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_ccp_alpha,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.01504826545715332,0.0039395971552060845,0.004699087142944336,0.0010286479629161198,0.0,entropy,6,4,10,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9618163054695562,0.9589783281733746,0.9176986584107327,0.9414344685242517,0.903250773993808,0.9366357069143447,0.02293228699213742,1
0.012623977661132813,0.0018840194764871642,0.0030347347259521485,0.0007293572110466728,0.0,entropy,5,4,10,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9618163054695562,0.9589783281733746,0.9176986584107327,0.9414344685242517,0.903250773993808,0.9366357069143447,0.02293228699213742,1
0.01497793197631836,0.004483161631998259,0.0041024208068847655,0.0008881675125030901,0.0,entropy,8,4,10,"{'ccp_alpha': 0.0, 'criterion': 'entropy', 'max_depth': 8, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9618163054695562,0.9589783281733746,0.9176986584107327,0.9414344685242517,0.903250773993808,0.9366357069143447,0.02293228699213742,1
0.011804819107055664,0.0013018913260575999,0.0036115646362304688,0.0009172413844395539,0.002,entropy,8,4,10,"{'ccp_alpha': 0.002, 'criterion': 'entropy', 'max_depth': 8, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9618163054695562,0.9589783281733746,0.9176986584107327,0.9414344685242517,0.903250773993808,0.9366357069143447,0.02293228699213742,1
0.014226388931274415,0.001441015638567368,0.0044043540954589845,0.0013114053286821983,0.01,entropy,5,4,10,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9618163054695562,0.9589783281733746,0.9176986584107327,0.9414344685242517,0.903250773993808,0.9366357069143447,0.02293228699213742,1
0.012830495834350586,0.001546965952894542,0.004491567611694336,0.0011010525694792907,0.002,entropy,5,4,10,"{'ccp_alpha': 0.002, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9618163054695562,0.9589783281733746,0.9176986584107327,0.9414344685242517,0.903250773993808,0.9366357069143447,0.02293228699213742,1
0.011019134521484375,0.0009007731408670844,0.003306150436401367,0.0006040005202497716,0.005,entropy,6,4,10,"{'ccp_alpha': 0.005, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9618163054695562,0.9589783281733746,0.9176986584107327,0.9414344685242517,0.903250773993808,0.9366357069143447,0.02293228699213742,1
0.010421037673950195,0.0006623027644724747,0.002706003189086914,0.00040068468933177374,0.002,entropy,6,4,10,"{'ccp_alpha': 0.002, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9618163054695562,0.9589783281733746,0.9176986584107327,0.9414344685242517,0.903250773993808,0.9366357069143447,0.02293228699213742,1
0.011822271347045898,0.0021812120654120895,0.004110002517700195,0.001464771427912334,0.005,entropy,8,4,10,"{'ccp_alpha': 0.005, 'criterion': 'entropy', 'max_depth': 8, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9618163054695562,0.9589783281733746,0.9176986584107327,0.9414344685242517,0.903250773993808,0.9366357069143447,0.02293228699213742,1
0.011593961715698242,0.0008047057401663469,0.00345458984375,0.000334090829358168,0.01,entropy,6,4,10,"{'ccp_alpha': 0.01, 'criterion': 'entropy', 'max_depth': 6, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.9618163054695562,0.9589783281733746,0.9176986584107327,0.9414344685242517,0.903250773993808,0.9366357069143447,0.02293228699213742,1
